dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts
sm_j20,PSP35.SCH,solver_2,error,,18.2,2.00,4,,
sm_j20,PSP37.SCH,solver_2,error,,16.0,2.00,4,,
sm_j20,PSP36.SCH,solver_2,error,,17.6,2.00,4,,
sm_j20,PSP39.SCH,solver_2,error,,14.2,2.00,4,,
sm_j20,PSP38.SCH,solver_2,error,,17.4,2.00,4,,
sm_j20,PSP43.SCH,solver_2,error,,12.6,2.00,4,,
sm_j20,PSP40.SCH,solver_2,error,,17.8,2.00,4,,
sm_j20,PSP42.SCH,solver_2,error,,15.1,2.00,4,,
sm_j20,PSP41.SCH,solver_2,error,,18.3,2.00,4,,
sm_j20,PSP45.SCH,solver_2,error,,14.0,2.00,4,,
sm_j20,PSP46.SCH,solver_2,error,,15.4,2.00,4,,
sm_j20,PSP44.SCH,solver_2,error,,17.5,2.00,4,,
sm_j20,PSP47.SCH,solver_2,error,,20.7,2.00,4,,
sm_j20,PSP48.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP50.SCH,solver_2,error,,14.4,2.00,4,,
sm_j20,PSP49.SCH,solver_2,error,,17.9,2.00,4,,
sm_j20,PSP51.SCH,solver_2,error,,19.9,2.00,4,,
sm_j20,PSP53.SCH,solver_2,error,,15.7,2.00,4,,
sm_j20,PSP54.SCH,solver_2,error,,12.4,2.00,4,,
sm_j20,PSP52.SCH,solver_2,error,,16.2,2.00,4,,
sm_j20,PSP55.SCH,solver_2,error,,14.4,2.00,4,,
sm_j20,PSP58.SCH,solver_2,error,,14.0,2.00,4,,
sm_j20,PSP56.SCH,solver_2,error,,15.6,2.00,4,,
sm_j20,PSP57.SCH,solver_2,error,,17.0,2.00,4,,
sm_j20,PSP59.SCH,solver_2,error,,16.6,2.00,4,,
sm_j20,PSP60.SCH,solver_2,error,,14.3,2.00,4,,
sm_j20,PSP61.SCH,solver_2,error,,16.0,2.00,4,,
sm_j20,PSP62.SCH,solver_2,error,,17.5,2.00,4,,
sm_j20,PSP63.SCH,solver_2,error,,17.6,2.00,4,,
sm_j20,PSP65.SCH,solver_2,error,,16.2,2.00,4,,
sm_j20,PSP64.SCH,solver_2,error,,19.2,2.00,4,,
sm_j20,PSP66.SCH,solver_2,error,,16.2,2.00,4,,
sm_j20,PSP67.SCH,solver_2,error,,14.8,2.00,4,,
sm_j20,PSP68.SCH,solver_2,error,,15.3,2.00,4,,
sm_j20,PSP70.SCH,solver_2,error,,15.0,2.00,4,,
sm_j20,PSP69.SCH,solver_2,error,,18.9,2.00,4,,
sm_j20,PSP71.SCH,solver_2,error,,17.0,2.00,4,,
sm_j20,PSP72.SCH,solver_2,error,,15.4,2.00,4,,
sm_j20,PSP73.SCH,solver_2,error,,15.6,2.00,4,,
sm_j20,PSP74.SCH,solver_2,error,,15.8,2.00,4,,
sm_j20,PSP75.SCH,solver_2,error,,15.0,2.00,4,,
sm_j20,PSP77.SCH,solver_2,error,,13.7,2.00,4,,
sm_j20,PSP78.SCH,solver_2,error,,11.8,2.00,4,,
sm_j20,PSP76.SCH,solver_2,error,,17.6,2.00,4,,
sm_j20,PSP79.SCH,solver_2,error,,19.2,2.00,4,,
sm_j20,PSP80.SCH,solver_2,error,,16.1,2.00,4,,
sm_j20,PSP82.SCH,solver_2,error,,19.2,2.00,4,,
sm_j20,PSP81.SCH,solver_2,error,,19.9,2.00,4,,
sm_j20,PSP84.SCH,solver_2,error,,19.0,2.00,4,,
sm_j20,PSP83.SCH,solver_2,error,,20.0,2.00,4,,
sm_j20,PSP86.SCH,solver_2,error,,17.3,2.00,4,,
sm_j20,PSP85.SCH,solver_2,error,,18.1,2.00,4,,
sm_j20,PSP88.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP87.SCH,solver_2,error,,21.0,2.00,4,,
sm_j20,PSP89.SCH,solver_2,error,,20.7,2.00,4,,
sm_j20,PSP90.SCH,solver_2,error,,20.8,2.00,4,,
sm_j20,PSP92.SCH,solver_2,error,,21.6,2.00,4,,
sm_j20,PSP93.SCH,solver_2,error,,20.8,2.00,4,,
sm_j20,PSP91.SCH,solver_2,error,,25.3,2.00,4,,
sm_j20,PSP94.SCH,solver_2,error,,22.5,2.00,4,,
sm_j20,PSP95.SCH,solver_2,error,,19.6,2.00,4,,
sm_j20,PSP97.SCH,solver_2,error,,21.1,2.00,4,,
sm_j20,PSP96.SCH,solver_2,error,,21.4,2.00,4,,
sm_j20,PSP98.SCH,solver_2,error,,21.2,2.00,4,,
sm_j20,PSP99.SCH,solver_2,error,,20.2,2.00,4,,
sm_j20,PSP100.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP101.SCH,solver_2,error,,18.2,2.00,4,,
sm_j20,PSP102.SCH,solver_2,error,,20.2,2.00,4,,
sm_j20,PSP103.SCH,solver_2,error,,17.7,2.00,4,,
sm_j20,PSP104.SCH,solver_2,error,,17.0,2.00,4,,
sm_j20,PSP105.SCH,solver_2,error,,18.6,2.00,4,,
sm_j20,PSP106.SCH,solver_2,error,,16.6,2.00,4,,
sm_j20,PSP107.SCH,solver_2,error,,18.7,2.00,4,,
sm_j20,PSP109.SCH,solver_2,error,,18.2,2.00,4,,
sm_j20,PSP108.SCH,solver_2,error,,20.3,2.00,4,,
sm_j20,PSP110.SCH,solver_2,error,,19.3,2.00,4,,
sm_j20,PSP111.SCH,solver_2,error,,18.7,2.00,4,,
sm_j20,PSP112.SCH,solver_2,error,,19.7,2.00,4,,
sm_j20,PSP113.SCH,solver_2,error,,19.6,2.00,4,,
sm_j20,PSP114.SCH,solver_2,error,,20.1,2.00,4,,
sm_j20,PSP117.SCH,solver_2,error,,18.2,2.00,4,,
sm_j20,PSP115.SCH,solver_2,error,,23.1,2.00,4,,
sm_j20,PSP118.SCH,solver_2,error,,17.4,2.00,4,,
sm_j20,PSP116.SCH,solver_2,error,,20.7,2.00,4,,
sm_j20,PSP119.SCH,solver_2,error,,16.2,2.00,4,,
sm_j20,PSP122.SCH,solver_2,error,,16.9,2.00,4,,
sm_j20,PSP121.SCH,solver_2,error,,17.4,2.00,4,,
sm_j20,PSP120.SCH,solver_2,error,,18.5,2.00,4,,
sm_j20,PSP123.SCH,solver_2,error,,18.6,2.00,4,,
sm_j20,PSP125.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP126.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP124.SCH,solver_2,error,,18.6,2.00,4,,
sm_j20,PSP128.SCH,solver_2,error,,33.8,2.00,4,,
sm_j20,PSP127.SCH,solver_2,error,,37.7,2.00,4,,
sm_j20,PSP129.SCH,solver_2,error,,37.5,2.00,4,,
sm_j20,PSP130.SCH,solver_2,error,,45.4,2.00,4,,
sm_j20,PSP131.SCH,solver_2,error,,23.3,2.00,4,,
sm_j20,PSP133.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP132.SCH,solver_2,error,,24.2,2.00,4,,
sm_j20,PSP134.SCH,solver_2,error,,19.7,2.00,4,,
sm_j20,PSP136.SCH,solver_2,error,,17.0,2.00,4,,
sm_j20,PSP137.SCH,solver_2,error,,18.4,2.00,4,,
sm_j20,PSP135.SCH,solver_2,error,,21.4,2.00,4,,
sm_j20,PSP138.SCH,solver_2,error,,19.3,2.00,4,,
sm_j20,PSP139.SCH,solver_2,error,,16.6,2.00,4,,
sm_j20,PSP141.SCH,solver_2,error,,14.9,2.00,4,,
sm_j20,PSP140.SCH,solver_2,error,,16.5,2.00,4,,
sm_j20,PSP142.SCH,solver_2,error,,16.9,2.00,4,,
sm_j20,PSP143.SCH,solver_2,error,,18.3,2.00,4,,
sm_j20,PSP144.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP145.SCH,solver_2,error,,17.8,2.00,4,,
sm_j20,PSP146.SCH,solver_2,error,,18.3,2.00,4,,
sm_j20,PSP147.SCH,solver_2,error,,15.7,2.00,4,,
sm_j20,PSP148.SCH,solver_2,error,,15.9,2.00,4,,
sm_j20,PSP149.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP150.SCH,solver_2,error,,22.1,2.00,4,,
sm_j20,PSP151.SCH,solver_2,error,,17.8,2.00,4,,
sm_j20,PSP152.SCH,solver_2,error,,17.6,2.00,4,,
sm_j20,PSP153.SCH,solver_2,error,,20.8,2.00,4,,
sm_j20,PSP154.SCH,solver_2,error,,17.1,2.00,4,,
sm_j20,PSP155.SCH,solver_2,error,,18.3,2.00,4,,
sm_j20,PSP156.SCH,solver_2,error,,24.3,2.00,4,,
sm_j20,PSP157.SCH,solver_2,error,,20.0,2.00,4,,
sm_j20,PSP159.SCH,solver_2,error,,16.6,2.00,4,,
sm_j20,PSP158.SCH,solver_2,error,,19.9,2.00,4,,
sm_j20,PSP160.SCH,solver_2,error,,19.3,2.00,4,,
sm_j20,PSP161.SCH,solver_2,error,,18.9,2.00,4,,
sm_j20,PSP162.SCH,solver_2,error,,21.0,2.00,4,,
sm_j20,PSP163.SCH,solver_2,error,,20.1,2.00,4,,
sm_j20,PSP164.SCH,solver_2,error,,21.9,2.00,4,,
sm_j20,PSP165.SCH,solver_2,error,,22.8,2.00,4,,
sm_j20,PSP166.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP167.SCH,solver_2,error,,21.5,2.00,4,,
sm_j20,PSP168.SCH,solver_2,error,,21.1,2.00,4,,
sm_j20,PSP169.SCH,solver_2,error,,21.8,2.00,4,,
sm_j20,PSP170.SCH,solver_2,error,,23.0,2.00,4,,
sm_j20,PSP171.SCH,solver_2,error,,23.1,2.00,4,,
sm_j20,PSP172.SCH,solver_2,error,,26.5,2.00,4,,
sm_j20,PSP173.SCH,solver_2,error,,23.9,2.00,4,,
sm_j20,PSP174.SCH,solver_2,error,,22.8,2.00,4,,
sm_j20,PSP175.SCH,solver_2,error,,23.1,2.00,4,,
sm_j20,PSP176.SCH,solver_2,error,,20.9,2.00,4,,
sm_j20,PSP178.SCH,solver_2,error,,18.5,2.00,4,,
sm_j20,PSP177.SCH,solver_2,error,,22.2,2.00,4,,
sm_j20,PSP179.SCH,solver_2,error,,21.6,2.00,4,,
sm_j20,PSP181.SCH,solver_2,error,,18.1,2.00,4,,
sm_j20,PSP180.SCH,solver_2,error,,23.1,2.00,4,,
sm_j20,PSP182.SCH,solver_2,error,,19.6,2.00,4,,
sm_j20,PSP183.SCH,solver_2,error,,21.0,2.00,4,,
sm_j20,PSP186.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP184.SCH,solver_2,error,,20.3,2.00,4,,
sm_j20,PSP185.SCH,solver_2,error,,21.1,2.00,4,,
sm_j20,PSP187.SCH,solver_2,error,,16.8,2.00,4,,
sm_j20,PSP190.SCH,solver_2,error,,16.3,2.00,4,,
sm_j20,PSP188.SCH,solver_2,error,,18.8,2.00,4,,
sm_j20,PSP189.SCH,solver_2,error,,17.9,2.00,4,,
sm_j20,PSP191.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP193.SCH,solver_2,error,,22.1,2.00,4,,
sm_j20,PSP194.SCH,solver_2,error,,22.4,2.00,4,,
sm_j20,PSP192.SCH,solver_2,error,,25.3,2.00,4,,
sm_j20,PSP195.SCH,solver_2,error,,25.3,2.00,4,,
sm_j20,PSP196.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP197.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP198.SCH,solver_2,error,,22.6,2.00,4,,
sm_j20,PSP199.SCH,solver_2,error,,19.8,2.00,4,,
sm_j20,PSP201.SCH,solver_2,error,,16.1,2.00,4,,
sm_j20,PSP200.SCH,solver_2,error,,18.5,2.00,4,,
sm_j20,PSP202.SCH,solver_2,error,,16.6,2.00,4,,
sm_j20,PSP203.SCH,solver_2,error,,19.4,2.00,4,,
sm_j20,PSP204.SCH,solver_2,error,,16.4,2.00,4,,
sm_j20,PSP205.SCH,solver_2,error,,18.1,2.00,4,,
sm_j20,PSP206.SCH,solver_2,error,,16.5,2.00,4,,
sm_j20,PSP207.SCH,solver_2,error,,16.3,2.00,4,,
sm_j20,PSP208.SCH,solver_2,error,,16.0,2.00,4,,
sm_j20,PSP209.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP210.SCH,solver_2,error,,18.6,2.00,4,,
sm_j20,PSP211.SCH,solver_2,error,,17.9,2.00,4,,
sm_j20,PSP212.SCH,solver_2,error,,14.7,2.00,4,,
sm_j20,PSP213.SCH,solver_2,error,,18.1,2.00,4,,
sm_j20,PSP214.SCH,solver_2,error,,19.4,2.00,4,,
sm_j20,PSP215.SCH,solver_2,error,,21.1,2.00,4,,
sm_j20,PSP216.SCH,solver_2,error,,20.4,2.00,4,,
sm_j20,PSP217.SCH,solver_2,error,,21.4,2.00,4,,
sm_j20,PSP220.SCH,solver_2,error,,14.7,2.00,4,,
sm_j20,PSP218.SCH,solver_2,error,,21.9,2.00,4,,
sm_j20,PSP219.SCH,solver_2,error,,17.5,2.00,4,,
sm_j20,PSP221.SCH,solver_2,error,,21.9,2.00,4,,
sm_j20,PSP224.SCH,solver_2,error,,17.0,2.00,4,,
sm_j20,PSP222.SCH,solver_2,error,,18.7,2.00,4,,
sm_j20,PSP223.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP225.SCH,solver_2,error,,17.2,2.00,4,,
sm_j20,PSP226.SCH,solver_2,error,,18.1,2.00,4,,
sm_j20,PSP228.SCH,solver_2,error,,17.5,2.00,4,,
sm_j20,PSP227.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP229.SCH,solver_2,error,,20.0,2.00,4,,
sm_j20,PSP230.SCH,solver_2,error,,19.7,2.00,4,,
sm_j20,PSP231.SCH,solver_2,error,,20.7,2.00,4,,
sm_j20,PSP232.SCH,solver_2,error,,20.9,2.00,4,,
sm_j20,PSP233.SCH,solver_2,error,,21.2,2.00,4,,
sm_j20,PSP235.SCH,solver_2,error,,20.2,2.00,4,,
sm_j20,PSP234.SCH,solver_2,error,,22.7,2.00,4,,
sm_j20,PSP236.SCH,solver_2,error,,22.0,2.00,4,,
sm_j20,PSP237.SCH,solver_2,error,,22.0,2.00,4,,
sm_j20,PSP239.SCH,solver_2,error,,20.2,2.00,4,,
sm_j20,PSP238.SCH,solver_2,error,,22.9,2.00,4,,
sm_j20,PSP240.SCH,solver_2,error,,20.3,2.00,4,,
sm_j20,PSP241.SCH,solver_2,error,,17.9,2.00,4,,
sm_j20,PSP244.SCH,solver_2,error,,16.0,2.00,4,,
sm_j20,PSP243.SCH,solver_2,error,,17.7,2.00,4,,
sm_j20,PSP242.SCH,solver_2,error,,19.0,2.00,4,,
sm_j20,PSP245.SCH,solver_2,error,,20.2,2.00,4,,
sm_j20,PSP247.SCH,solver_2,error,,18.4,2.00,4,,
sm_j20,PSP246.SCH,solver_2,error,,19.3,2.00,4,,
sm_j20,PSP248.SCH,solver_2,error,,19.0,2.00,4,,
sm_j20,PSP249.SCH,solver_2,error,,20.1,2.00,4,,
sm_j20,PSP251.SCH,solver_2,error,,18.0,2.00,4,,
sm_j20,PSP250.SCH,solver_2,error,,18.9,2.00,4,,
sm_j20,PSP252.SCH,solver_2,error,,18.9,2.00,4,,
sm_j20,PSP254.SCH,solver_2,error,,17.9,2.00,4,,
sm_j20,PSP255.SCH,solver_2,error,,19.0,2.00,4,,
sm_j20,PSP253.SCH,solver_2,error,,20.0,2.00,4,,
sm_j20,PSP256.SCH,solver_2,error,,19.7,2.00,4,,
sm_j20,PSP258.SCH,solver_2,error,,18.5,2.00,4,,
sm_j20,PSP257.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP260.SCH,solver_2,error,,16.9,2.00,4,,
sm_j20,PSP259.SCH,solver_2,error,,20.7,2.00,4,,
sm_j20,PSP262.SCH,solver_2,error,,18.4,2.00,4,,
sm_j20,PSP263.SCH,solver_2,error,,18.4,2.00,4,,
sm_j20,PSP261.SCH,solver_2,error,,19.4,2.00,4,,
sm_j20,PSP264.SCH,solver_2,error,,19.5,2.00,4,,
sm_j20,PSP266.SCH,solver_2,error,,16.7,2.00,4,,
sm_j20,PSP265.SCH,solver_2,error,,18.7,2.00,4,,
sm_j20,PSP267.SCH,solver_2,error,,19.0,2.00,4,,
sm_j20,PSP268.SCH,solver_2,error,,18.8,2.00,4,,
sm_j20,PSP269.SCH,solver_2,error,,20.3,2.00,4,,
sm_j20,PSP270.SCH,solver_2,error,,20.3,2.00,4,,
sm_j20,PSP3.SCH,solver_2,feasible,74,2026.4,2.00,4,,
sm_j20,PSP1.SCH,solver_2,feasible,50,2028.1,2.00,4,,
sm_j20,PSP2.SCH,solver_2,feasible,60,2030.3,2.00,4,,
sm_j20,PSP1.SCH,solver_2,feasible,50,2012.4,2.00,4,,
sm_j20,PSP3.SCH,solver_2,feasible,74,2010.7,2.00,4,,
sm_j20,PSP2.SCH,solver_2,feasible,60,2013.0,2.00,4,,
sm_j20,PSP4.SCH,solver_2,feasible,44,2010.2,2.00,4,,
sm_j20,PSP8.SCH,solver_2,feasible,67,2013.2,2.00,4,,
sm_j20,PSP7.SCH,solver_2,feasible,57,2013.6,2.00,4,,
sm_j20,PSP5.SCH,solver_2,feasible,55,2015.1,2.00,4,,
sm_j20,PSP6.SCH,solver_2,feasible,71,2013.8,2.00,4,,
sm_j20,PSP12.SCH,solver_2,feasible,37,2014.1,2.00,4,,
sm_j20,PSP10.SCH,solver_2,feasible,53,2014.2,2.00,4,,
sm_j20,PSP9.SCH,solver_2,feasible,74,2014.2,2.00,4,,
sm_j20,PSP11.SCH,solver_2,feasible,41,2014.3,2.00,4,,
sm_j20,PSP13.SCH,solver_2,feasible,42,2012.2,2.00,4,,
sm_j20,PSP16.SCH,solver_2,feasible,47,2012.2,2.00,4,,
sm_j20,PSP14.SCH,solver_2,feasible,44,2012.5,2.00,4,,
sm_j20,PSP15.SCH,solver_2,feasible,58,2012.7,2.00,4,,
sm_j20,PSP17.SCH,solver_2,feasible,35,2012.8,2.00,4,,
sm_j20,PSP20.SCH,solver_2,feasible,40,2012.8,2.00,4,,
sm_j20,PSP18.SCH,solver_2,feasible,36,2012.8,2.00,4,,
sm_j20,PSP19.SCH,solver_2,feasible,31,2013.0,2.00,4,,
sm_j20,PSP22.SCH,solver_2,feasible,28,2011.5,2.00,4,,
sm_j20,PSP21.SCH,solver_2,feasible,28,2011.6,2.00,4,,
sm_j20,PSP24.SCH,solver_2,feasible,34,2011.9,2.00,4,,
sm_j20,PSP23.SCH,solver_2,feasible,59,2012.6,2.00,4,,
