dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j10,PSP91.SCH,solver_3,feasible,35,1600.9,2.00,8,42,120,true,"0, 0, 11, 18, 9, 21, 18, 32, 21, 28"
sm_j10,PSP92.SCH,solver_3,feasible,44,1600.2,2.00,8,42,120,true,"0, 0, 9, 0, 9, 33, 27, 27, 19, 39"
sm_j10,PSP93.SCH,solver_3,feasible,30,1600.3,2.00,8,42,120,true,"15, 0, 0, 6, 23, 6, 23, 15, 25, 23"
sm_j10,PSP94.SCH,solver_3,feasible,35,1600.9,2.00,8,42,120,true,"17, 0, 5, 7, 24, 24, 10, 7, 31, 17"
sm_j10,PSP95.SCH,solver_3,feasible,34,1600.4,2.00,8,42,120,true,"7, 0, 0, 7, 14, 12, 17, 26, 26, 17"
sm_j10,PSP96.SCH,solver_3,feasible,34,1600.4,2.00,8,42,120,true,"0, 0, 3, 12, 12, 12, 6, 6, 32, 22"
sm_j10,PSP97.SCH,solver_3,feasible,41,1601.0,2.00,8,42,120,true,"23, 0, 23, 3, 24, 13, 27, 33, 13, 13"
sm_j10,PSP98.SCH,solver_3,feasible,35,1600.8,2.00,8,42,120,true,"8, 8, 0, 0, 6, 16, 26, 11, 11, 34"
sm_j10,PSP99.SCH,solver_3,feasible,33,1601.3,2.00,8,42,120,true,"7, 0, 19, 10, 6, 0, 2, 24, 29, 29"
sm_j10,PSP100.SCH,solver_3,feasible,39,1600.9,2.00,8,42,120,true,"0, 0, 5, 14, 22, 32, 22, 14, 5, 28"
sm_j10,PSP108.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
sm_j10,PSP101.SCH,solver_3,feasible,44,1600.5,2.00,8,42,120,true,"31, 24, 0, 0, 15, 0, 24, 8, 35, 15"
sm_j10,PSP102.SCH,solver_3,feasible,42,1601.4,2.00,8,42,120,true,"0, 14, 14, 10, 32, 32, 17, 24, 32, 36"
sm_j10,PSP103.SCH,solver_3,feasible,14,1600.4,2.00,8,42,120,true,"0, 3, 0, 0, 0, 4, 9, 4, 9, 4"
sm_j10,PSP112.SCH,solver_3,true_infeasible,,0.0,2.00,8,42,120,true,-1
