dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j20,PSP33.SCH,solver_topological,feasible,102,0.5,,8,,,true,"19, 19, 14, 6, 55, 69, 45, 26, 35, 56, 67, 61, 50, 0, 78, 83, 88, 96, 77, 61"
sm_j20,PSP32.SCH,solver_topological,feasible,73,0.9,,8,,,true,"0, 11, 30, 18, 25, 14, 11, 34, 2, 6, 63, 62, 34, 51, 42, 30, 57, 41, 51, 63"
sm_j20,PSP34.SCH,solver_topological,feasible,93,0.6,,8,,,true,"37, 0, 9, 44, 20, 31, 15, 23, 0, 44, 52, 55, 58, 66, 72, 58, 61, 76, 89, 83"
sm_j20,PSP35.SCH,solver_topological,feasible,105,1.0,,8,,,true,"19, 25, 0, 35, 35, 10, 24, 10, 13, 40, 72, 77, 98, 50, 57, 77, 87, 98, 89, 64"
sm_j20,PSP36.SCH,solver_topological,feasible,89,0.8,,8,,,true,"26, 0, 20, 10, 8, 35, 46, 81, 10, 72, 87, 0, 43, 86, 51, 66, 51, 3, 80, 60"
sm_j20,PSP37.SCH,solver_topological,feasible,83,0.8,,8,,,true,"4, 4, 9, 19, 0, 29, 20, 41, 70, 65, 38, 72, 44, 9, 52, 82, 51, 57, 65, 80"
sm_j20,PSP38.SCH,solver_topological,feasible,106,1.1,,8,,,true,"29, 10, 52, 42, 34, 0, 24, 17, 24, 0, 71, 78, 87, 103, 61, 99, 61, 25, 93, 78"
sm_j20,PSP39.SCH,solver_topological,feasible,86,0.8,,8,,,true,"26, 9, 13, 20, 45, 7, 45, 20, 63, 24, 39, 0, 65, 55, 78, 44, 2, 31, 34, 70"
sm_j20,PSP42.SCH,solver_topological,feasible,51,0.6,,8,,,true,"10, 0, 0, 5, 7, 16, 23, 21, 14, 32, 39, 32, 21, 7, 29, 0, 48, 21, 29, 16"
sm_j20,PSP41.SCH,solver_topological,feasible,58,0.8,,8,,,true,"0, 6, 18, 11, 0, 11, 4, 12, 22, 40, 22, 29, 50, 36, 27, 37, 29, 50, 56, 40"
sm_j20,PSP40.SCH,solver_topological,feasible,94,1.0,,8,,,true,"23, 16, 33, 7, 65, 48, 34, 48, 0, 61, 39, 71, 71, 83, 33, 93, 70, 81, 83, 51"
sm_j20,PSP43.SCH,solver_topological,feasible,54,0.6,,8,,,true,"26, 5, 7, 20, 16, 9, 0, 16, 35, 0, 16, 21, 31, 35, 44, 0, 31, 50, 50, 33"
sm_j20,PSP45.SCH,solver_topological,feasible,36,0.5,,8,,,true,"0, 10, 0, 0, 5, 5, 13, 14, 6, 8, 15, 21, 30, 21, 35, 22, 15, 26, 30, 34"
sm_j20,PSP44.SCH,solver_topological,feasible,46,0.7,,8,,,true,"10, 4, 2, 13, 13, 10, 18, 31, 0, 26, 0, 40, 24, 18, 31, 24, 0, 1, 42, 1"
sm_j20,PSP46.SCH,solver_topological,feasible,55,0.8,,8,,,true,"6, 6, 0, 0, 0, 0, 16, 0, 15, 29, 15, 21, 21, 26, 29, 46, 54, 34, 36, 16"
sm_j20,PSP47.SCH,solver_topological,feasible,48,0.6,,8,,,true,"4, 4, 8, 8, 0, 0, 17, 0, 2, 14, 25, 17, 22, 44, 22, 18, 46, 35, 26, 29"
sm_j20,PSP48.SCH,solver_topological,feasible,48,0.6,,8,,,true,"9, 11, 16, 25, 0, 2, 2, 7, 0, 17, 36, 25, 29, 34, 31, 37, 40, 34, 17, 9"
sm_j20,PSP49.SCH,solver_topological,feasible,42,0.7,,8,,,true,"6, 18, 12, 0, 13, 8, 18, 6, 24, 27, 0, 25, 25, 35, 41, 26, 18, 33, 32, 18"
sm_j20,PSP50.SCH,solver_topological,feasible,51,0.6,,8,,,true,"7, 24, 8, 0, 17, 0, 14, 24, 27, 38, 32, 27, 29, 0, 29, 26, 45, 30, 46, 37"
sm_j20,PSP51.SCH,solver_topological,feasible,31,0.7,,8,,,true,"6, 1, 6, 0, 0, 9, 0, 0, 0, 1, 14, 11, 20, 11, 22, 24, 23, 14, 14, 23"
sm_j20,PSP52.SCH,solver_topological,feasible,33,0.5,,8,,,true,"0, 11, 2, 0, 0, 0, 11, 9, 0, 2, 11, 19, 23, 20, 21, 17, 20, 12, 20, 24"
sm_j20,PSP53.SCH,solver_topological,feasible,52,0.5,,8,,,true,"2, 3, 1, 0, 0, 0, 2, 1, 4, 4, 8, 20, 17, 12, 14, 37, 12, 27, 45, 22"
sm_j20,PSP54.SCH,solver_topological,feasible,36,0.4,,8,,,true,"0, 6, 9, 0, 1, 4, 0, 1, 4, 14, 12, 20, 9, 26, 4, 9, 27, 20, 14, 26"
sm_j20,PSP55.SCH,solver_topological,feasible,49,0.6,,8,,,true,"8, 0, 7, 8, 33, 18, 33, 34, 41, 10, 28, 28, 26, 18, 15, 31, 0, 34, 18, 0"
sm_j20,PSP56.SCH,solver_topological,feasible,42,0.5,,8,,,true,"10, 0, 0, 0, 0, 4, 0, 5, 17, 11, 24, 33, 23, 20, 10, 33, 26, 15, 34, 16"
